Id,Deck,SequenceOrder,EntryNo,WordIndex,TotalWords,English,FrontSyllabary,FrontPhonetics,TargetWordSyllabary,TargetWordPhonetics,BackSyllabary,BackPhonetics,Audio,Tags
cloze_204.1_s1_w2,Cherokee Cloze Sentences,6557,204.1,2,3,He carried three posts on his shoulder.,ᏦᎢᎭ <span class='cloze-blank'>______</span> ᏚᏃᏟᏅᏒᎢ.,jo’iha <span class='cloze-blank'>______</span> duhnotlinvsv’i,ᏗᎨᏛᏍᏗ,digetvsdi,ᏦᎢᎭ <span class='cloze-target'>ᏗᎨᏛᏍᏗ</span> ᏚᏃᏟᏅᏒᎢ.,jo’iha <span class='cloze-target'>digetvsdi</span> duhnotlinvsv’i,[sound:Sentence_for_entry_0204.m4a],cloze sentence entry_204
cloze_1611.1_s1_w3,Cherokee Cloze Sentences,6558,1611.1,3,4,The man is always angry.,Ꮎ ᎠᏍᎦᏯ <span class='cloze-blank'>______</span> ᎤᎿᎸᏐᎢ.,na asgaya <span class='cloze-blank'>______</span> uhnalvso’i,ᏂᎪᎯᎸ,nigohilv,Ꮎ ᎠᏍᎦᏯ <span class='cloze-target'>ᏂᎪᎯᎸ</span> ᎤᎿᎸᏐᎢ.,na asgaya <span class='cloze-target'>nigohilv</span> uhnalvso’i,[sound:Sentence_for_entry_1611.m4a],cloze sentence entry_1611
cloze_57.1_s1_w2,Cherokee Cloze Sentences,6559,57.1,2,4,My dad works in a place where they make gunpowder.,ᎠᏓᏪᎳᎩᏍᎩ <span class='cloze-blank'>______</span> ᏧᎸᏫᏍᏓᏁᎸ ᎡᏙᏓ.,adawelagisgi <span class='cloze-blank'>______</span> julvhwisdanelv edoda,ᎤᏃᏢᏗ,unohlvhdi,ᎠᏓᏪᎳᎩᏍᎩ <span class='cloze-target'>ᎤᏃᏢᏗ</span> ᏧᎸᏫᏍᏓᏁᎸ ᎡᏙᏓ.,adawelagisgi <span class='cloze-target'>unohlvhdi</span> julvhwisdanelv edoda,[sound:Sentence_for_entry_0057.m4a],cloze sentence entry_57
cloze_947.1_s1_w3,Cherokee Cloze Sentences,6560,947.1,3,3,He wants to become a catcher.,ᎦᏂᏱᏍᎩ ᎢᏳᎵᏍᏙᏗ <span class='cloze-blank'>______</span>.,ga’niyisgi iyulsdohdi <span class='cloze-blank'>______</span>,ᎤᏚᎵᎭ,uduliha,ᎦᏂᏱᏍᎩ ᎢᏳᎵᏍᏙᏗ <span class='cloze-target'>ᎤᏚᎵᎭ</span>.,ga’niyisgi iyulsdohdi <span class='cloze-target'>uduliha</span>,[sound:Sentence_for_entry_0947.m4a],cloze sentence entry_947
cloze_422.1_s1_w2,Cherokee Cloze Sentences,6561,422.1,2,3,Hand me those erasers.,Ꮎ <span class='cloze-blank'>______</span> ᏙᏗᏍᎬᏏ.,na <span class='cloze-blank'>______</span> dodiskvsi,ᏗᏍᎪᎸᏗᏍᏗ,disgolvdisdi,Ꮎ <span class='cloze-target'>ᏗᏍᎪᎸᏗᏍᏗ</span> ᏙᏗᏍᎬᏏ.,na <span class='cloze-target'>disgolvdisdi</span> dodiskvsi,[sound:Sentence_for_entry_0422.m4a],cloze sentence entry_422
cloze_824.1_s1_w1,Cherokee Cloze Sentences,6562,824.1,1,6,Who is the man wearing the blue cap?,<span class='cloze-blank'>______</span> Ꮎ ᏌᎪᏂᎨ ᎤᎵᏍᏚᎵ ᏥᎩ ᎠᏍᎦᏯ?,<span class='cloze-blank'>______</span> na sahkonige ulsduli jigi asgaya,ᎦᎪ,gago,<span class='cloze-target'>ᎦᎪ</span> Ꮎ ᏌᎪᏂᎨ ᎤᎵᏍᏚᎵ ᏥᎩ ᎠᏍᎦᏯ?,<span class='cloze-target'>gago</span> na sahkonige ulsduli jigi asgaya,[sound:Sentence_for_entry_0824.m4a],cloze sentence entry_824
cloze_1813.1_s1_w1,Cherokee Cloze Sentences,6563,1813.1,1,3,He caught a bad disease.,<span class='cloze-blank'>______</span> ᎥᏳᎩ ᎤᏂᏴᎲᎢ.,<span class='cloze-blank'>______</span> vhyugi uniyvhv’i,ᎤᏍᎦᏎᏗ,usgasehdi,<span class='cloze-target'>ᎤᏍᎦᏎᏗ</span> ᎥᏳᎩ ᎤᏂᏴᎲᎢ.,<span class='cloze-target'>usgasehdi</span> vhyugi uniyvhv’i,[sound:Sentence_for_entry_1813.m4a],cloze sentence entry_1813
cloze_1394.1_s1_w2,Cherokee Cloze Sentences,6564,1394.1,2,7,The rocks were too heavy to lift if no one helped.,ᏗᎦᎨᏗ <span class='cloze-blank'>______</span> ᏗᏌᎳᏙᏗ ᏅᏯ ᎩᎶ ᏃᏍᏕᎵᏍᎬᎾ ᏱᎩ.,digagedi <span class='cloze-blank'>______</span> disaldodi nvya kilo nosdelisgvna yigi,ᎨᏒ,gesv,ᏗᎦᎨᏗ <span class='cloze-target'>ᎨᏒ</span> ᏗᏌᎳᏙᏗ ᏅᏯ ᎩᎶ ᏃᏍᏕᎵᏍᎬᎾ ᏱᎩ.,digagedi <span class='cloze-target'>gesv</span> disaldodi nvya kilo nosdelisgvna yigi,[sound:Sentence_for_entry_1394.m4a],cloze sentence entry_1394
cloze_1541.1_s1_w4,Cherokee Cloze Sentences,6565,1541.1,4,5,Can you help me get my car out of a ditch?,ᎡᎵᏊᏍ ᏱᏍᎩᏍᏕᎳ ᎤᏕᎵᏍᎦᎸᎲ <span class='cloze-blank'>______</span> ᏓᏆᎴᎳ?,eligwus yiksdela udelisgalvhv <span class='cloze-blank'>______</span> dagwalela,ᎦᎴᏒ,galesv,ᎡᎵᏊᏍ ᏱᏍᎩᏍᏕᎳ ᎤᏕᎵᏍᎦᎸᎲ <span class='cloze-target'>ᎦᎴᏒ</span> ᏓᏆᎴᎳ?,eligwus yiksdela udelisgalvhv <span class='cloze-target'>galesv</span> dagwalela,[sound:Sentence_for_entry_1541.m4a],cloze sentence entry_1541
cloze_1575.1_s1_w4,Cherokee Cloze Sentences,6566,1575.1,4,6,In the fall the leaves will turn into different colors.,ᎤᎵᎪᎲᏍᏗ ᎢᏴ ᏧᎦᎶᎦ <span class='cloze-blank'>______</span> ᏧᎵᏑᏫᏓ ᏂᏙᏓᎦᎵᏍᏔᏂ.,uligohvsdi iyv jugaloga <span class='cloze-blank'>______</span> julsuhwida nidodagalstani,ᏧᏓᎴᏅᏓ,judalehnvda,ᎤᎵᎪᎲᏍᏗ ᎢᏴ ᏧᎦᎶᎦ <span class='cloze-target'>ᏧᏓᎴᏅᏓ</span> ᏧᎵᏑᏫᏓ ᏂᏙᏓᎦᎵᏍᏔᏂ.,uligohvsdi iyv jugaloga <span class='cloze-target'>judalehnvda</span> julsuhwida nidodagalstani,[sound:Sentence_for_entry_1575.m4a],cloze sentence entry_1575
cloze_10.1_s1_w4,Cherokee Cloze Sentences,6567,10.1,4,5,The ball player is bouncing the ball hard.,Ꮎ ᎠᎳᏍᎦᎵᏍᎩ ᏍᏓᏯ <span class='cloze-blank'>______</span> ᏍᏆᏞᏍᏗ.,na alasgalisgi sdaya <span class='cloze-blank'>______</span> sgwahlesdi,ᎠᏓᏗᏅᏗᎭ,adadinvdiha,Ꮎ ᎠᎳᏍᎦᎵᏍᎩ ᏍᏓᏯ <span class='cloze-target'>ᎠᏓᏗᏅᏗᎭ</span> ᏍᏆᏞᏍᏗ.,na alasgalisgi sdaya <span class='cloze-target'>adadinvdiha</span> sgwahlesdi,[sound:Sentence_for_entry_0010.m4a],cloze sentence entry_10
cloze_362.1_s1_w1,Cherokee Cloze Sentences,6568,362.1,1,6,A lot of people are gathering in town today.,<span class='cloze-blank'>______</span> ᏴᏫ ᎠᎾᏓᏟᏏᎭ ᏗᎦᏚᎲ ᎪᎯ ᎢᎦ.,<span class='cloze-blank'>______</span> yvwi anadahlisiha digaduhv kohi iga,ᏥᏈᏍᏓ,tsgwisda,<span class='cloze-target'>ᏥᏈᏍᏓ</span> ᏴᏫ ᎠᎾᏓᏟᏏᎭ ᏗᎦᏚᎲ ᎪᎯ ᎢᎦ.,<span class='cloze-target'>tsgwisda</span> yvwi anadahlisiha digaduhv kohi iga,[sound:Sentence_for_entry_0362.m4a],cloze sentence entry_362
cloze_1771.1_s1_w1,Cherokee Cloze Sentences,6569,1771.1,1,2,He came by himself.,<span class='cloze-blank'>______</span> ᎤᎷᏨᎢ,<span class='cloze-blank'>______</span> uluhjv’i,ᎤᏩᏌ,uwasa,<span class='cloze-target'>ᎤᏩᏌ</span> ᎤᎷᏨᎢ,<span class='cloze-target'>uwasa</span> uluhjv’i,[sound:Sentence_for_entry_1771_01.m4a],cloze sentence entry_1771
cloze_1569.1_s1_w4,Cherokee Cloze Sentences,6570,1569.1,4,4,You did very well on your exam.,ᎤᏙᎯᏳ ᎣᏍᏓ ᎿᏛᎦ <span class='cloze-blank'>______</span>.,udohiyu osda hnadvga <span class='cloze-blank'>______</span>,ᎡᏣᎪᎵᏰᏍᎬᎢ,ejagoliyesgv’i,ᎤᏙᎯᏳ ᎣᏍᏓ ᎿᏛᎦ <span class='cloze-target'>ᎡᏣᎪᎵᏰᏍᎬᎢ</span>.,udohiyu osda hnadvga <span class='cloze-target'>ejagoliyesgv’i</span>,[sound:Sentence_for_entry_1569.m4a],cloze sentence entry_1569
cloze_402.1_s1_w1,Cherokee Cloze Sentences,6571,402.1,1,5,When he gets here show him where to park the car.,<span class='cloze-blank'>______</span> ᎯᏯᏎᎮᎸ ᎾᎿ ᎤᏗ ᏓᏆᎴᎳ.,<span class='cloze-blank'>______</span> hiyasehelv nahna uhdi dagwalela,ᎦᎷᏨ,galuhjv,<span class='cloze-target'>ᎦᎷᏨ</span> ᎯᏯᏎᎮᎸ ᎾᎿ ᎤᏗ ᏓᏆᎴᎳ.,<span class='cloze-target'>galuhjv</span> hiyasehelv nahna uhdi dagwalela,[sound:Sentence_for_entry_0402.m4a],cloze sentence entry_402
cloze_492.1_s1_w3,Cherokee Cloze Sentences,6572,492.1,3,3,Is this camera borrowed?,ᎠᏙᎵᏓᏍ ᎯᎠ <span class='cloze-blank'>______</span>?,atolidas hi’a <span class='cloze-blank'>______</span>,ᏗᏓᏟᎶᏍᏗᏍᎩ,didahlilosdisgi,ᎠᏙᎵᏓᏍ ᎯᎠ <span class='cloze-target'>ᏗᏓᏟᎶᏍᏗᏍᎩ</span>?,atolidas hi’a <span class='cloze-target'>didahlilosdisgi</span>,[sound:Sentence_for_entry_0492.m4a],cloze sentence entry_492
cloze_1324.1_s2_w3,Cherokee Cloze Sentences,6573,1324.1,3,3,I have just closed the window.,ᎩᎳ ᏫᏥᏍᏚᎲᎦ <span class='cloze-blank'>______</span>.,kila wijisduhvga <span class='cloze-blank'>______</span>,ᏦᎳᏂ,jolani,ᎩᎳ ᏫᏥᏍᏚᎲᎦ <span class='cloze-target'>ᏦᎳᏂ</span>.,kila wijisduhvga <span class='cloze-target'>jolani</span>,[sound:Sentence_for_entry_1324_02.m4a],cloze sentence entry_1324
cloze_751.1_s1_w3,Cherokee Cloze Sentences,6574,751.1,3,4,What color socks is he wearing?,ᎦᏙ ᎤᏍᏗ <span class='cloze-blank'>______</span> ᏚᎵᏲᎭ?,gado usdi <span class='cloze-blank'>______</span> duliyoha,ᏧᎵᏑᏫᏓ,julsuhwida,ᎦᏙ ᎤᏍᏗ <span class='cloze-target'>ᏧᎵᏑᏫᏓ</span> ᏚᎵᏲᎭ?,gado usdi <span class='cloze-target'>julsuhwida</span> duliyoha,[sound:Sentence_for_entry_0751.m4a],cloze sentence entry_751
cloze_612.1_s1_w4,Cherokee Cloze Sentences,6575,612.1,4,4,What did you get for Christmas?,ᎦᏙ ᎤᏍᏗ ᏣᎩᏎ <span class='cloze-blank'>______</span>?,gado usdi jagise <span class='cloze-blank'>______</span>,ᏓᏂᏍᏓᏲᎯᎲᎢ,danisdayohihv’i,ᎦᏙ ᎤᏍᏗ ᏣᎩᏎ <span class='cloze-target'>ᏓᏂᏍᏓᏲᎯᎲᎢ</span>?,gado usdi jagise <span class='cloze-target'>danisdayohihv’i</span>,[sound:Sentence_for_entry_0612.m4a],cloze sentence entry_612
cloze_1716.1_s1_w2,Cherokee Cloze Sentences,6576,1716.1,2,4,A tornado went through a big city.,ᎤᏃᎴ <span class='cloze-blank'>______</span> ᎤᏔᎾ ᎦᏚᎲᎢ.,unole <span class='cloze-blank'>______</span> utana gaduhv’i,ᎤᎯᎸᏍᏔᏅ,uhi’lvstanv,ᎤᏃᎴ <span class='cloze-target'>ᎤᎯᎸᏍᏔᏅ</span> ᎤᏔᎾ ᎦᏚᎲᎢ.,unole <span class='cloze-target'>uhi’lvstanv</span> utana gaduhv’i,[sound:Sentence_for_entry_1716.m4a],cloze sentence entry_1716
cloze_59.1_s1_w5,Cherokee Cloze Sentences,6577,59.1,5,5,A man named Adam wants to speak to you.,ᎠᏓᏫ ᏧᏙᎢᏓ ᎠᏍᎦᏯ ᎤᏚᎵ <span class='cloze-blank'>______</span>.,adawi judo’ida asgaya uduli <span class='cloze-blank'>______</span>,ᏍᏓᏟᏃᎮᏗ,sdahlinohehdi,ᎠᏓᏫ ᏧᏙᎢᏓ ᎠᏍᎦᏯ ᎤᏚᎵ <span class='cloze-target'>ᏍᏓᏟᏃᎮᏗ</span>.,adawi judo’ida asgaya uduli <span class='cloze-target'>sdahlinohehdi</span>,[sound:Sentence_for_entry_0059.m4a],cloze sentence entry_59
cloze_1796.1_s1_w2,Cherokee Cloze Sentences,6578,1796.1,2,3,Where will you be sitting?,ᎭᏢ <span class='cloze-blank'>______</span> ᏦᏞᏍᏗ?,hadlv <span class='cloze-blank'>______</span> johlesdi,ᎢᏴ,iyv,ᎭᏢ <span class='cloze-target'>ᎢᏴ</span> ᏦᏞᏍᏗ?,hadlv <span class='cloze-target'>iyv</span> johlesdi,[sound:Sentence_for_entry_1796_01.m4a],cloze sentence entry_1796
cloze_1362.1_s1_w2,Cherokee Cloze Sentences,6579,1362.1,2,4,All the people heard him speak.,ᏂᎦᏓ <span class='cloze-blank'>______</span> ᎬᏩᏛᎦᏅ ᎦᏬᏂᏍᎬᎢ.,nigada <span class='cloze-blank'>______</span> gvwhtvganv gawonisgv’i,ᏴᏫ,yvwi,ᏂᎦᏓ <span class='cloze-target'>ᏴᏫ</span> ᎬᏩᏛᎦᏅ ᎦᏬᏂᏍᎬᎢ.,nigada <span class='cloze-target'>yvwi</span> gvwhtvganv gawonisgv’i,[sound:Sentence_for_entry_1362.m4a],cloze sentence entry_1362
cloze_1237.1_s1_w1,Cherokee Cloze Sentences,6580,1237.1,1,5,His friend became a bullfighter.,<span class='cloze-blank'>______</span> ᏧᎧᏅᏍᏕᎾ ᏗᎵᏍᏗᏍᎩ ᏄᎵᏍᏔᏅ ᎤᎾᎵᎢ.,<span class='cloze-blank'>______</span> jukanvsdena dilsdisgi nulstanv unali’i,ᏩᎦ,wahga,<span class='cloze-target'>ᏩᎦ</span> ᏧᎧᏅᏍᏕᎾ ᏗᎵᏍᏗᏍᎩ ᏄᎵᏍᏔᏅ ᎤᎾᎵᎢ.,<span class='cloze-target'>wahga</span> jukanvsdena dilsdisgi nulstanv unali’i,[sound:Sentence_for_entry_1237.m4a],cloze sentence entry_1237
cloze_373.1_s1_w2,Cherokee Cloze Sentences,6581,373.1,2,5,At eleven o’clock last night‚ they were already asleep.,ᏌᏚ <span class='cloze-blank'>______</span> ᎤᏒ ᎦᏳᎳ ᎠᏂᏟᏅᎢ.,sa’du <span class='cloze-blank'>______</span> usv gayula anihli’nv’i,ᎢᏳᏩᏂᎸ,iyuwahnilv,ᏌᏚ <span class='cloze-target'>ᎢᏳᏩᏂᎸ</span> ᎤᏒ ᎦᏳᎳ ᎠᏂᏟᏅᎢ.,sa’du <span class='cloze-target'>iyuwahnilv</span> usv gayula anihli’nv’i,[sound:Sentence_for_entry_0373.m4a],cloze sentence entry_373
cloze_1559.1_s1_w4,Cherokee Cloze Sentences,6582,1559.1,4,8,I was sick yesterday‚ but I’m all right today.,ᎡᎯ ᏥᎨᏒ ᎠᎩᏢᎬ <span class='cloze-blank'>______</span> ᎣᏏᏊ ᎢᎩ ᎪᎯ ᎢᎦ.,svhi jigesv akdlvgv <span class='cloze-blank'>______</span> osigwu igi kohi iga,ᎠᏎᏅ,asehno,ᎡᎯ ᏥᎨᏒ ᎠᎩᏢᎬ <span class='cloze-target'>ᎠᏎᏅ</span> ᎣᏏᏊ ᎢᎩ ᎪᎯ ᎢᎦ.,svhi jigesv akdlvgv <span class='cloze-target'>asehno</span> osigwu igi kohi iga,[sound:Sentence_for_entry_1559.m4a],cloze sentence entry_1559
cloze_654.1_s1_w1,Cherokee Cloze Sentences,6583,654.1,1,4,Some graves have crosses.,<span class='cloze-blank'>______</span> ᏓᏤᎵᏍᏛ ᏧᏓᎿᏫᏓ ᏕᎨᏙᎢ.,<span class='cloze-blank'>______</span> dajelisdv judahnawida degeto’i,ᎢᎦᏓ,igada,<span class='cloze-target'>ᎢᎦᏓ</span> ᏓᏤᎵᏍᏛ ᏧᏓᎿᏫᏓ ᏕᎨᏙᎢ.,<span class='cloze-target'>igada</span> dajelisdv judahnawida degeto’i,[sound:Sentence_for_entry_0654.m4a],cloze sentence entry_654
cloze_1763.1_s1_w2,Cherokee Cloze Sentences,6584,1763.1,2,6,What do you use to take fish scales off?,ᎦᏙ <span class='cloze-blank'>______</span> ᎲᏗᏍᎪ ᏅᏅᏕᏍᎬ ᎠᏣᏗ ᎤᏩᏥᏍᎦᏢᎢ?,gado <span class='cloze-blank'>______</span> hvhdisgo hnvnhdesgv ajadi uwajisgahlv’i,ᎤᏍᏗ,usdi,ᎦᏙ <span class='cloze-target'>ᎤᏍᏗ</span> ᎲᏗᏍᎪ ᏅᏅᏕᏍᎬ ᎠᏣᏗ ᎤᏩᏥᏍᎦᏢᎢ?,gado <span class='cloze-target'>usdi</span> hvhdisgo hnvnhdesgv ajadi uwajisgahlv’i,[sound:Sentence_for_entry_1763.m4a],cloze sentence entry_1763
cloze_162.1_s1_w2,Cherokee Cloze Sentences,6585,162.1,2,4,Let’s meet here after a while.,ᎠᎭᏂ <span class='cloze-blank'>______</span> ᎪᎯ ᏴᎢ.,ahani <span class='cloze-blank'>______</span> kohi yv,ᏙᎾᏠᏒᎢ,onadlosv’i,ᎠᎭᏂ <span class='cloze-target'>ᏙᎾᏠᏒᎢ</span> ᎪᎯ ᏴᎢ.,ahani <span class='cloze-target'>onadlosv’i</span> kohi yv,[sound:Sentence_for_entry_0162.m4a],cloze sentence entry_162
cloze_1777.1_s1_w1,Cherokee Cloze Sentences,6586,1777.1,1,5,Wolves howled all night last night.,<span class='cloze-blank'>______</span> ᎤᏁᏡᏅ ᏩᏯ ᎤᏒ ᏥᎨᏒᎢ.,<span class='cloze-blank'>______</span> unehluhnv wahya usv jigesv’i,ᎤᎵᏨᏓᏩᏓ,ulhjvdawada,<span class='cloze-target'>ᎤᎵᏨᏓᏩᏓ</span> ᎤᏁᏡᏅ ᏩᏯ ᎤᏒ ᏥᎨᏒᎢ.,<span class='cloze-target'>ulhjvdawada</span> unehluhnv wahya usv jigesv’i,[sound:Sentence_for_entry_1777.m4a],cloze sentence entry_1777
cloze_882.1_s1_w2,Cherokee Cloze Sentences,6587,882.1,2,4,Whenever someone is not alert‚ he tricks him.,ᏄᎦᏎᏍᏛᎾ <span class='cloze-blank'>______</span> ᎩᎶ ᎦᎶᎾᏍᏗᏍᎪᎢ.,nuksesdvna <span class='cloze-blank'>______</span> kilo galonasdisgo’i,ᏱᎩ,yigi,ᏄᎦᏎᏍᏛᎾ <span class='cloze-target'>ᏱᎩ</span> ᎩᎶ ᎦᎶᎾᏍᏗᏍᎪᎢ.,nuksesdvna <span class='cloze-target'>yigi</span> kilo galonasdisgo’i,[sound:Sentence_for_entry_0882.m4a],cloze sentence entry_882
cloze_1583.1_s1_w3,Cherokee Cloze Sentences,6588,1583.1,3,4,That man is really stingy.,ᏙᎯᏳ ᎤᎨᏳᎿ <span class='cloze-blank'>______</span> ᎠᏍᎦᏯ.,dohiyu ugeyuhna <span class='cloze-blank'>______</span> asgaya,Ꮎ,na,ᏙᎯᏳ ᎤᎨᏳᎿ <span class='cloze-target'>Ꮎ</span> ᎠᏍᎦᏯ.,dohiyu ugeyuhna <span class='cloze-target'>na</span> asgaya,[sound:Sentence_for_entry_1583.m4a],cloze sentence entry_1583
cloze_283.1_s2_w1,Cherokee Cloze Sentences,6589,283.1,1,3,He wanted to turn back before he got there.,<span class='cloze-blank'>______</span> ᎤᎦᏔᎲᏍᏗ ᎤᏚᎸᎲᎢ.,<span class='cloze-blank'>______</span> uktahvsdi udulvhv’i,ᏫᏄᎷᏨᎾᏊ,winuluhjvnagwu,<span class='cloze-target'>ᏫᏄᎷᏨᎾᏊ</span> ᎤᎦᏔᎲᏍᏗ ᎤᏚᎸᎲᎢ.,<span class='cloze-target'>winuluhjvnagwu</span> uktahvsdi udulvhv’i,[sound:Sentence_for_entry_0283_02.m4a],cloze sentence entry_283
cloze_1568.1_s1_w2,Cherokee Cloze Sentences,6590,1568.1,2,3,They’re going to start school Monday.,ᎤᎾᏙᏓᏉᏅ <span class='cloze-blank'>______</span> ᏓᎾᏕᏠᏆᏍᎬᎢ.,unadodagwohnv <span class='cloze-blank'>______</span> danadehlohgwasgv’i,ᏛᎾᎴᏅᎯ,dvnalenvhi,ᎤᎾᏙᏓᏉᏅ <span class='cloze-target'>ᏛᎾᎴᏅᎯ</span> ᏓᎾᏕᏠᏆᏍᎬᎢ.,unadodagwohnv <span class='cloze-target'>dvnalenvhi</span> danadehlohgwasgv’i,[sound:Sentence_for_entry_1568.m4a],cloze sentence entry_1568
cloze_693.1_s1_w3,Cherokee Cloze Sentences,6591,693.1,3,5,I was a wrestler when I was in the twelfth grade.,ᏗᎦᏁᎯᎯ ᎨᏒ <span class='cloze-blank'>______</span> ᏗᏥᏂᏙᎯ ᏥᎨᏒᎢ.,digahnehihi gesv <span class='cloze-blank'>______</span> dijinidohi jigesv’i,ᏔᎵᏚᏏᏁ,taladusine,ᏗᎦᏁᎯᎯ ᎨᏒ <span class='cloze-target'>ᏔᎵᏚᏏᏁ</span> ᏗᏥᏂᏙᎯ ᏥᎨᏒᎢ.,digahnehihi gesv <span class='cloze-target'>taladusine</span> dijinidohi jigesv’i,[sound:Sentence_for_entry_0693.m4a],cloze sentence entry_693
cloze_1232.1_s1_w1,Cherokee Cloze Sentences,6592,1232.1,1,5,In the past there weren’t as many storms.,<span class='cloze-blank'>______</span> Ꮭ ᎥᏍᎩ ᎢᎦ ᏱᏗᎦᏃᎸᏍᎨᎢ.,<span class='cloze-blank'>______</span> hla vsgi iga yidiganolvsge’i,ᏧᏟᎢᎸᏍᏔᏅ,juhli’ilvstanv,<span class='cloze-target'>ᏧᏟᎢᎸᏍᏔᏅ</span> Ꮭ ᎥᏍᎩ ᎢᎦ ᏱᏗᎦᏃᎸᏍᎨᎢ.,<span class='cloze-target'>juhli’ilvstanv</span> hla vsgi iga yidiganolvsge’i,[sound:Sentence_for_entry_1232.m4a],cloze sentence entry_1232
cloze_897.1_s1_w1,Cherokee Cloze Sentences,6593,897.1,1,4,The ball flew by above your head.,<span class='cloze-blank'>______</span> ᎦᎸᎳᏗᏜ ᎦᏃᎯᎸᏍᏗ ᏍᏆᏞᏍᏗ.,<span class='cloze-blank'>______</span> galvladidla ganohilvsdi sgwahlesdi,ᎯᏍᎪᎵ,hiskoli,<span class='cloze-target'>ᎯᏍᎪᎵ</span> ᎦᎸᎳᏗᏜ ᎦᏃᎯᎸᏍᏗ ᏍᏆᏞᏍᏗ.,<span class='cloze-target'>hiskoli</span> galvladidla ganohilvsdi sgwahlesdi,[sound:Sentence_for_entry_0897.m4a],cloze sentence entry_897
cloze_1593.1_s1_w2,Cherokee Cloze Sentences,6594,1593.1,2,4,Is that man part Cherokee?,ᏣᎳᎩᏍ <span class='cloze-blank'>______</span> Ꮎ ᎠᏍᎦᏯ?,jalagis <span class='cloze-blank'>______</span> na asgaya,ᎤᎬᎭᏝ,ugvhahla,ᏣᎳᎩᏍ <span class='cloze-target'>ᎤᎬᎭᏝ</span> Ꮎ ᎠᏍᎦᏯ?,jalagis <span class='cloze-target'>ugvhahla</span> na asgaya,[sound:Sentence_for_entry_1593.m4a],cloze sentence entry_1593
cloze_507.1_s1_w5,Cherokee Cloze Sentences,6595,507.1,5,5,I didn’t know you had two teenage boys.,Ꮭ ᏯᏆᏅᏖ ᎠᏂᏔᎵ ᎠᏂᏫᏄᏣ <span class='cloze-blank'>______</span>.,hla yagwanhte anita’li aniwinuja <span class='cloze-blank'>______</span>,ᏕᏣᎧᎲᎢ,dejakahv’i,Ꮭ ᏯᏆᏅᏖ ᎠᏂᏔᎵ ᎠᏂᏫᏄᏣ <span class='cloze-target'>ᏕᏣᎧᎲᎢ</span>.,hla yagwanhte anita’li aniwinuja <span class='cloze-target'>dejakahv’i</span>,[sound:Sentence_for_entry_0507.m4a],cloze sentence entry_507
cloze_1627.1_s1_w3,Cherokee Cloze Sentences,6596,1627.1,3,4,Yesterday I bought a car.,ᏒᎯ ᏥᎨᏒ <span class='cloze-blank'>______</span> ᎠᎩᏩᏒᎢ.,svhi jigesv <span class='cloze-blank'>______</span> akiwasv’i,ᏓᏆᎴᎳ,dagwalela,ᏒᎯ ᏥᎨᏒ <span class='cloze-target'>ᏓᏆᎴᎳ</span> ᎠᎩᏩᏒᎢ.,svhi jigesv <span class='cloze-target'>dagwalela</span> akiwasv’i,[sound:Sentence_for_entry_1627.m4a],cloze sentence entry_1627
cloze_589.1_s1_w3,Cherokee Cloze Sentences,6597,589.1,3,4,She is sprinkling water on the clothes she is going to iron.,ᎠᎹ ᏓᏆᏲᎥᏍᎦ <span class='cloze-blank'>______</span> ᏧᏖᏍᏗ.,ama dakwayosga <span class='cloze-blank'>______</span> jutesdi,ᏗᎿᏬ,dihnawo,ᎠᎹ ᏓᏆᏲᎥᏍᎦ <span class='cloze-target'>ᏗᎿᏬ</span> ᏧᏖᏍᏗ.,ama dakwayosga <span class='cloze-target'>dihnawo</span> jutesdi,[sound:Sentence_for_entry_0589.m4a],cloze sentence entry_589
cloze_1126.1_s1_w1,Cherokee Cloze Sentences,6598,1126.1,1,5,The cat is lying underneath the chair.,<span class='cloze-blank'>______</span> ᎭᏫᏂ ᏗᏜ ᎦᏅᎦ ᏪᏌ.,<span class='cloze-blank'>______</span> hawini didla ganhga wesa,ᎦᏍᎩᎸ,gasgilv,<span class='cloze-target'>ᎦᏍᎩᎸ</span> ᎭᏫᏂ ᏗᏜ ᎦᏅᎦ ᏪᏌ.,<span class='cloze-target'>gasgilv</span> hawini didla ganhga wesa,[sound:Sentence_for_entry_1126.m4a],cloze sentence entry_1126
cloze_1818.1_s1_w5,Cherokee Cloze Sentences,6599,1818.1,5,8,The house cost too much therefore I didn’t buy it.,ᏥᏈᏍᏗ ᏧᎬᏩᎶᏗ ᎨᏒ ᎦᎵᏦᏕ‚ <span class='cloze-blank'>______</span> ᎢᏳᏍᏗ Ꮭ ᏯᎩᏩᏎᎢ.,tsgwisdi jugvwalhdi gesv gahljode <span class='cloze-blank'>______</span> iyusdi hla yakiwase’i,ᎥᏍᎩᎾ,vsgina,ᏥᏈᏍᏗ ᏧᎬᏩᎶᏗ ᎨᏒ ᎦᎵᏦᏕ‚ <span class='cloze-target'>ᎥᏍᎩᎾ</span> ᎢᏳᏍᏗ Ꮭ ᏯᎩᏩᏎᎢ.,tsgwisdi jugvwalhdi gesv gahljode <span class='cloze-target'>vsgina</span> iyusdi hla yakiwase’i,[sound:Sentence_for_entry_1818.m4a],cloze sentence entry_1818
